Plot Title: 2020_Hort-Farm,,,,
#,"Date Time, GMT-05:00","Wind Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","Gust Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","PAR, µmol/m²/s (LGR S/N: 20849581, SEN S/N: 20856725)"
1127,6/16/2020 5:00,0.5,3.02,1.2
1128,6/16/2020 5:30,0.5,2.52,1.2
1129,6/16/2020 6:00,0.5,4.03,36.2
1130,6/16/2020 6:30,0.5,4.03,141.2
1131,6/16/2020 7:00,0.5,4.03,291.2
1132,6/16/2020 7:30,0.5,4.03,471.2
1133,6/16/2020 8:00,1.01,5.03,651.2
1134,6/16/2020 8:30,1.01,5.03,841.2
1135,6/16/2020 9:00,1.51,6.04,1026.2
1136,6/16/2020 9:30,1.51,5.54,1203.7
1137,6/16/2020 10:00,2.01,8.56,1353.7
1138,6/16/2020 10:30,1.51,5.54,1493.7
1139,6/16/2020 11:00,1.51,7.05,1623.7
1140,6/16/2020 11:30,1.51,5.54,1721.2
1141,6/16/2020 12:00,1.51,5.03,1788.7
1142,6/16/2020 12:30,1.51,5.54,1848.7
1143,6/16/2020 13:00,1.51,6.04,1876.2
1144,6/16/2020 13:30,1.51,5.54,1876.2
1145,6/16/2020 14:00,1.51,5.54,1846.2
1146,6/16/2020 14:30,1.51,5.54,1798.7
1147,6/16/2020 15:00,1.51,6.04,1726.2
1148,6/16/2020 15:30,2.01,5.54,1628.7
1149,6/16/2020 16:00,1.51,5.03,1518.7
1150,6/16/2020 16:30,1.51,6.54,1381.2
1151,6/16/2020 17:00,2.01,6.54,1228.7
1152,6/16/2020 17:30,2.01,6.54,1066.2
1153,6/16/2020 18:00,1.51,5.54,878.7
1154,6/16/2020 18:30,1.51,6.04,698.7
1155,6/16/2020 19:00,1.51,7.05,511.2
1156,6/16/2020 19:30,1.51,4.53,333.7
1157,6/16/2020 20:00,1.51,5.03,96.2
1158,6/16/2020 20:30,1.01,6.04,43.7
1159,6/16/2020 21:00,1.01,3.52,3.7
1160,6/16/2020 21:30,1.01,5.03,1.2
1161,6/16/2020 22:00,1.01,4.53,1.2
1162,6/16/2020 22:30,1.01,4.03,1.2
1163,6/16/2020 23:00,1.01,4.53,1.2
1164,6/16/2020 23:30,1.01,4.53,1.2
1165,6/17/2020 0:00,0.5,3.02,1.2
1166,6/17/2020 0:30,0.5,2.52,1.2
1167,6/17/2020 1:00,0.5,4.03,1.2
1168,6/17/2020 1:30,0.5,3.02,1.2
1169,6/17/2020 2:00,0,2.52,1.2
1170,6/17/2020 2:30,0,1.01,1.2
1171,6/17/2020 3:00,0,1.51,1.2
1172,6/17/2020 3:30,0,1.51,1.2
1173,6/17/2020 4:00,0,1.51,1.2
1174,6/17/2020 4:30,0,1.51,1.2
1175,6/17/2020 5:00,0,1.51,1.2
1176,6/17/2020 5:30,0,1.01,3.7
1177,6/17/2020 6:00,0,1.01,41.2
1178,6/17/2020 6:30,0,2.01,148.7
1179,6/17/2020 7:00,0.5,4.03,301.2
1180,6/17/2020 7:30,0.5,3.52,473.7
1181,6/17/2020 8:00,1.01,5.03,656.2
1182,6/17/2020 8:30,1.01,4.53,846.2
1183,6/17/2020 9:00,1.51,5.54,1036.2
1184,6/17/2020 9:30,1.01,5.54,1203.7
1185,6/17/2020 10:00,1.51,6.54,1356.2
1186,6/17/2020 10:30,1.51,5.54,1496.2
1187,6/17/2020 11:00,1.51,5.03,1603.7
1188,6/17/2020 11:30,2.01,6.04,1723.7
1189,6/17/2020 12:00,1.51,5.54,1781.2
1190,6/17/2020 12:30,2.01,6.54,1841.2
1191,6/17/2020 13:00,2.01,7.05,1836.2
1192,6/17/2020 13:30,2.01,8.05,1861.2
1193,6/17/2020 14:00,2.01,5.54,1836.2
1194,6/17/2020 14:30,2.01,8.05,1791.2
1195,6/17/2020 15:00,2.01,7.05,1716.2
1196,6/17/2020 15:30,2.01,7.05,1628.7
1197,6/17/2020 16:00,2.01,7.55,1511.2
1198,6/17/2020 16:30,2.01,7.05,1373.7
1199,6/17/2020 17:00,1.51,7.55,1198.7
1200,6/17/2020 17:30,2.01,6.54,1041.2
1201,6/17/2020 18:00,2.01,6.54,863.7
1202,6/17/2020 18:30,2.01,6.54,688.7
1203,6/17/2020 19:00,1.51,6.04,501.2
1204,6/17/2020 19:30,1.51,6.04,321.2
1205,6/17/2020 20:00,1.51,5.54,111.2
1206,6/17/2020 20:30,1.51,4.53,43.7
1207,6/17/2020 21:00,1.01,5.54,3.7
1208,6/17/2020 21:30,0.5,3.02,1.2
1209,6/17/2020 22:00,0,2.52,1.2
1210,6/17/2020 22:30,0.5,2.52,1.2
1211,6/17/2020 23:00,0.5,2.52,1.2
1212,6/17/2020 23:30,0.5,4.03,1.2
1213,6/18/2020 0:00,0.5,3.52,1.2
1214,6/18/2020 0:30,0.5,3.52,1.2
1215,6/18/2020 1:00,0.5,3.52,1.2
1216,6/18/2020 1:30,0,3.02,1.2
1217,6/18/2020 2:00,0,3.02,1.2
1218,6/18/2020 2:30,0.5,3.02,1.2
1219,6/18/2020 3:00,0.5,3.02,1.2
1220,6/18/2020 3:30,0.5,4.03,1.2
1221,6/18/2020 4:00,0.5,3.52,1.2
1222,6/18/2020 4:30,0,2.52,1.2
1223,6/18/2020 5:00,0.5,2.52,1.2
1224,6/18/2020 5:30,0,3.02,3.7
1225,6/18/2020 6:00,0.5,3.52,51.2
1226,6/18/2020 6:30,0.5,3.52,193.7
1227,6/18/2020 7:00,0.5,4.03,228.7
1228,6/18/2020 7:30,0.5,3.02,336.2
1229,6/18/2020 8:00,0.5,3.52,486.2
1230,6/18/2020 8:30,0.5,3.02,578.7
1231,6/18/2020 9:00,0.5,3.02,678.7
1232,6/18/2020 9:30,0.5,3.52,623.7
1233,6/18/2020 10:00,0.5,3.52,818.7
1234,6/18/2020 10:30,1.01,4.03,1388.7
1235,6/18/2020 11:00,1.51,4.53,1061.2
1236,6/18/2020 11:30,1.01,4.03,1026.2
1237,6/18/2020 12:00,1.01,4.03,1371.2
1238,6/18/2020 12:30,1.51,6.04,1618.7
1239,6/18/2020 13:00,1.01,5.03,1453.7
1240,6/18/2020 13:30,1.51,5.54,1416.2
1241,6/18/2020 14:00,1.51,5.03,1426.2
1242,6/18/2020 14:30,1.01,5.54,1183.7
1243,6/18/2020 15:00,1.51,5.03,1988.7
1244,6/18/2020 15:30,2.01,6.04,1583.7
1245,6/18/2020 16:00,2.01,7.05,1598.7
1246,6/18/2020 16:30,2.01,6.54,706.2
1247,6/18/2020 17:00,2.01,6.54,1218.7
1248,6/18/2020 17:30,1.51,5.54,993.7
1249,6/18/2020 18:00,1.51,6.04,561.2
1250,6/18/2020 18:30,1.51,7.55,261.2
1251,6/18/2020 19:00,1.01,4.53,181.2
1252,6/18/2020 19:30,0.5,3.52,73.7
1253,6/18/2020 20:00,0.5,3.02,26.2
1254,6/18/2020 20:30,0.5,3.52,1.2
1255,6/18/2020 21:00,0.5,3.52,1.2
1256,6/18/2020 21:30,0.5,3.52,1.2
1257,6/18/2020 22:00,1.01,3.52,1.2
1258,6/18/2020 22:30,0.5,3.02,1.2
1259,6/18/2020 23:00,0.5,6.04,1.2
1260,6/18/2020 23:30,0.5,4.53,1.2
1261,6/19/2020 0:00,1.01,4.03,1.2
1262,6/19/2020 0:30,1.01,3.52,1.2
1263,6/19/2020 1:00,0.5,3.02,1.2
1264,6/19/2020 1:30,0.5,3.52,1.2
1265,6/19/2020 2:00,0,2.52,1.2
1266,6/19/2020 2:30,0,4.03,1.2
1267,6/19/2020 3:00,0,2.01,1.2
1268,6/19/2020 3:30,0.5,4.03,1.2
1269,6/19/2020 4:00,0,2.52,1.2
1270,6/19/2020 4:30,0,2.52,1.2
1271,6/19/2020 5:00,0,2.01,1.2
1272,6/19/2020 5:30,0,1.01,1.2
1273,6/19/2020 6:00,0,1.01,11.2
1274,6/19/2020 6:30,0,0,18.7
1275,6/19/2020 7:00,0,1.51,63.7
1276,6/19/2020 7:30,0,2.01,68.7
1277,6/19/2020 8:00,0,1.51,156.2
1278,6/19/2020 8:30,0,2.52,193.7
1279,6/19/2020 9:00,0,3.52,286.2
1280,6/19/2020 9:30,0.5,3.02,406.2
1281,6/19/2020 10:00,0.5,2.52,416.2
1282,6/19/2020 10:30,0.5,3.02,1013.7
1283,6/19/2020 11:00,0.5,3.52,751.2
1284,6/19/2020 11:30,1.01,3.52,1068.7
1285,6/19/2020 12:00,0.5,3.02,796.2
1286,6/19/2020 12:30,0.5,2.52,816.2
1287,6/19/2020 13:00,0.5,3.02,803.7
1288,6/19/2020 13:30,1.01,4.03,776.2
1289,6/19/2020 14:00,0.5,4.03,521.2
1290,6/19/2020 14:30,0.5,3.52,1103.7
1291,6/19/2020 15:00,1.01,4.03,1248.7
1292,6/19/2020 15:30,1.01,3.52,313.7
1293,6/19/2020 16:00,0,2.52,578.7
1294,6/19/2020 16:30,0.5,4.03,573.7
1295,6/19/2020 17:00,1.51,4.03,448.7
1296,6/19/2020 17:30,0.5,4.03,388.7
1297,6/19/2020 18:00,0.5,3.52,236.2
1298,6/19/2020 18:30,0.5,3.52,148.7
1299,6/19/2020 19:00,0.5,2.52,136.2
1300,6/19/2020 19:30,0,2.01,91.2
1301,6/19/2020 20:00,0,3.02,53.7
1302,6/19/2020 20:30,1.01,3.02,18.7
1303,6/19/2020 21:00,0,3.02,1.2
1304,6/19/2020 21:30,0,1.51,1.2
1305,6/19/2020 22:00,0.5,3.52,1.2
1306,6/19/2020 22:30,0,3.02,1.2
1307,6/19/2020 23:00,0,1.51,1.2
1308,6/19/2020 23:30,0,0,1.2
1309,6/20/2020 0:00,0,0,1.2
1310,6/20/2020 0:30,0,1.51,1.2
1311,6/20/2020 1:00,0,1.51,1.2
1312,6/20/2020 1:30,0,2.01,1.2
1313,6/20/2020 2:00,0,2.52,1.2
1314,6/20/2020 2:30,0,1.51,1.2
1315,6/20/2020 3:00,0,1.01,1.2
1316,6/20/2020 3:30,0,1.51,1.2
1317,6/20/2020 4:00,0,2.52,1.2
1318,6/20/2020 4:30,0,1.51,1.2
1319,6/20/2020 5:00,0,2.52,1.2
1320,6/20/2020 5:30,0,1.51,1.2
1321,6/20/2020 6:00,0,1.51,3.7
1322,6/20/2020 6:30,0,1.01,21.2
1323,6/20/2020 7:00,0,2.01,98.7
1324,6/20/2020 7:30,0,2.52,218.7
1325,6/20/2020 8:00,0,2.52,646.2
1326,6/20/2020 8:30,0,1.51,266.2
1327,6/20/2020 9:00,0,1.01,678.7
1328,6/20/2020 9:30,0,2.01,481.2
1329,6/20/2020 10:00,0,2.01,428.7
1330,6/20/2020 10:30,0,3.02,321.2
1331,6/20/2020 11:00,0.5,4.03,388.7
1332,6/20/2020 11:30,0.5,3.52,758.7
1333,6/20/2020 12:00,0.5,3.52,143.7
1334,6/20/2020 12:30,1.01,4.53,833.7
1335,6/20/2020 13:00,1.01,4.53,1301.2
1336,6/20/2020 13:30,1.51,4.53,1276.2
1337,6/20/2020 14:00,1.01,3.52,646.2
1338,6/20/2020 14:30,1.01,4.53,1381.2
1339,6/20/2020 15:00,1.51,5.03,1923.7
1340,6/20/2020 15:30,0.5,3.52,1713.7
1341,6/20/2020 16:00,0.5,5.03,1691.2
1342,6/20/2020 16:30,1.01,3.52,1133.7
1343,6/20/2020 17:00,0,3.02,1243.7
1344,6/20/2020 17:30,0.5,4.03,478.7
1345,6/20/2020 18:00,0.5,3.52,1056.2
1346,6/20/2020 18:30,0.5,3.52,736.2
1347,6/20/2020 19:00,0,2.52,521.2
1348,6/20/2020 19:30,0,1.51,326.2
1349,6/20/2020 20:00,0,1.01,106.2
1350,6/20/2020 20:30,0,0,38.7
1351,6/20/2020 21:00,0,0,1.2
1352,6/20/2020 21:30,0,0,1.2
1353,6/20/2020 22:00,0,0,1.2
1354,6/20/2020 22:30,0,0,1.2
1355,6/20/2020 23:00,0,0,1.2
1356,6/20/2020 23:30,0,0,1.2
1357,6/21/2020 0:00,0,0,1.2
1358,6/21/2020 0:30,0,0,1.2
1359,6/21/2020 1:00,0,0,1.2
1360,6/21/2020 1:30,0,1.01,1.2
1361,6/21/2020 2:00,0,2.01,1.2
1362,6/21/2020 2:30,0,1.51,1.2
1363,6/21/2020 3:00,0,1.51,1.2
1364,6/21/2020 3:30,0,0,1.2
1365,6/21/2020 4:00,0,0,1.2
1366,6/21/2020 4:30,0,1.01,1.2
1367,6/21/2020 5:00,0,1.01,1.2
1368,6/21/2020 5:30,0,1.01,1.2
1369,6/21/2020 6:00,0,1.51,26.2
1370,6/21/2020 6:30,0,1.51,106.2
1371,6/21/2020 7:00,0,2.01,28.7
1372,6/21/2020 7:30,0,3.02,28.7
1373,6/21/2020 8:00,0,2.01,663.7
1374,6/21/2020 8:30,0.5,3.02,881.2
1375,6/21/2020 9:00,0.5,2.52,981.2
1376,6/21/2020 9:30,0.5,3.02,728.7
1377,6/21/2020 10:00,0.5,2.52,656.2
1378,6/21/2020 10:30,1.01,5.03,643.7
1379,6/21/2020 11:00,0.5,3.02,1236.2
1380,6/21/2020 11:30,0.5,3.02,618.7
1381,6/21/2020 12:00,0,2.52,1128.7
1382,6/21/2020 12:30,0,2.01,683.7
1383,6/21/2020 13:00,0,1.51,1208.7
1384,6/21/2020 13:30,0,1.51,1226.2
1385,6/21/2020 14:00,0,2.52,1096.2
1386,6/21/2020 14:30,0.5,3.02,641.2
1387,6/21/2020 15:00,0,2.52,626.2
1388,6/21/2020 15:30,0,3.02,1691.2
1389,6/21/2020 16:00,1.01,4.53,1538.7
1390,6/21/2020 16:30,1.01,5.03,1126.2
1391,6/21/2020 17:00,1.51,5.54,836.2
1392,6/21/2020 17:30,1.01,4.53,706.2
1393,6/21/2020 18:00,1.51,6.04,536.2
1394,6/21/2020 18:30,1.01,4.53,306.2
1395,6/21/2020 19:00,1.01,5.03,226.2
1396,6/21/2020 19:30,0.5,4.03,218.7
1397,6/21/2020 20:00,0.5,3.52,81.2
1398,6/21/2020 20:30,0.5,3.02,23.7
1399,6/21/2020 21:00,0,2.52,1.2
1400,6/21/2020 21:30,0,1.01,1.2
1401,6/21/2020 22:00,2.01,5.54,1.2
1402,6/21/2020 22:30,1.51,3.52,1.2
1403,6/21/2020 23:00,0.5,4.03,1.2
1404,6/21/2020 23:30,0,1.51,1.2
1405,6/22/2020 0:00,0,1.01,1.2
1406,6/22/2020 0:30,0,0.5,1.2
1407,6/22/2020 1:00,0,2.01,1.2
1408,6/22/2020 1:30,0,2.01,1.2
1409,6/22/2020 2:00,0,1.51,1.2
1410,6/22/2020 2:30,0.5,3.52,1.2
1411,6/22/2020 3:00,0.5,3.52,1.2
1412,6/22/2020 3:30,0,2.01,1.2
1413,6/22/2020 4:00,0,1.01,1.2
1414,6/22/2020 4:30,0,2.52,1.2
1415,6/22/2020 5:00,0,1.51,1.2
1416,6/22/2020 5:30,0,0.5,1.2
1417,6/22/2020 6:00,0,0.5,16.2
1418,6/22/2020 6:30,0,4.03,13.7
1419,6/22/2020 7:00,0.5,3.02,53.7
1420,6/22/2020 7:30,0.5,3.52,56.2
1421,6/22/2020 8:00,0.5,4.03,81.2
1422,6/22/2020 8:30,0.5,2.52,128.7
1423,6/22/2020 9:00,0.5,3.02,13.7
1424,6/22/2020 9:30,1.01,4.53,48.7
1425,6/22/2020 10:00,0.5,2.01,71.2
1426,6/22/2020 10:30,0,2.52,183.7
1427,6/22/2020 11:00,0,2.01,138.7
1428,6/22/2020 11:30,0,1.01,56.2
1429,6/22/2020 12:00,0,2.52,33.7
1430,6/22/2020 12:30,0.5,3.02,61.2
1431,6/22/2020 13:00,0,2.01,41.2
1432,6/22/2020 13:30,0,1.51,201.2
1433,6/22/2020 14:00,0,1.01,1101.2
1434,6/22/2020 14:30,0,2.01,466.2
1435,6/22/2020 15:00,0,3.02,676.2
1436,6/22/2020 15:30,1.01,4.03,1381.2
1437,6/22/2020 16:00,1.51,5.54,1628.7
1438,6/22/2020 16:30,2.01,5.54,596.2
1439,6/22/2020 17:00,2.01,5.03,1461.2
1440,6/22/2020 17:30,2.01,5.54,1083.7
1441,6/22/2020 18:00,2.01,4.53,901.2
1442,6/22/2020 18:30,2.01,5.03,716.2
1443,6/22/2020 19:00,1.01,4.53,531.2
1444,6/22/2020 19:30,1.01,4.03,338.7
1445,6/22/2020 20:00,0,2.01,78.7
1446,6/22/2020 20:30,0,0,36.2
1447,6/22/2020 21:00,0,0,3.7
1448,6/22/2020 21:30,0,0,1.2
1449,6/22/2020 22:00,0,0,1.2
1450,6/22/2020 22:30,0,0,1.2
1451,6/22/2020 23:00,0,0,1.2
1452,6/22/2020 23:30,0,0,1.2
1453,6/23/2020 0:00,0,0,1.2
1454,6/23/2020 0:30,0,0,1.2
1455,6/23/2020 1:00,0,0,1.2
1456,6/23/2020 1:30,0,1.01,1.2
1457,6/23/2020 2:00,0,3.02,1.2
1458,6/23/2020 2:30,0,0,1.2
1459,6/23/2020 3:00,0,0,1.2
1460,6/23/2020 3:30,0,0.5,1.2
1461,6/23/2020 4:00,0,0,1.2
1462,6/23/2020 4:30,0,0,1.2
1463,6/23/2020 5:00,0,2.01,1.2
1464,6/23/2020 5:30,0,2.01,1.2
1465,6/23/2020 6:00,0,1.51,36.2
1466,6/23/2020 6:30,0,2.01,66.2
1467,6/23/2020 7:00,0,2.52,103.7
1468,6/23/2020 7:30,0.5,2.52,146.2
1469,6/23/2020 8:00,0,2.52,333.7
1470,6/23/2020 8:30,0.5,4.03,873.7
1471,6/23/2020 9:00,0.5,3.02,1066.2
1472,6/23/2020 9:30,0.5,4.03,1231.2
1473,6/23/2020 10:00,0.5,4.53,1553.7
1474,6/23/2020 10:30,1.01,5.03,1128.7
1475,6/23/2020 11:00,1.01,4.53,1033.7
1476,6/23/2020 11:30,1.01,5.54,1068.7
1477,6/23/2020 12:00,1.01,4.53,1241.2
1478,6/23/2020 12:30,1.01,4.03,1623.7
1479,6/23/2020 13:00,1.51,4.53,1516.2
1480,6/23/2020 13:30,1.01,5.54,1368.7
1481,6/23/2020 14:00,1.01,5.03,496.2
1482,6/23/2020 14:30,1.01,5.54,941.2
1483,6/23/2020 15:00,1.01,4.53,736.2
1484,6/23/2020 15:30,1.01,5.03,1128.7
1485,6/23/2020 16:00,1.01,6.04,838.7
1486,6/23/2020 16:30,1.01,5.54,1233.7
1487,6/23/2020 17:00,1.01,5.03,753.7
1488,6/23/2020 17:30,1.01,4.53,388.7
1489,6/23/2020 18:00,1.01,4.53,1068.7
1490,6/23/2020 18:30,1.01,5.03,258.7
1491,6/23/2020 19:00,1.01,4.03,541.2
1492,6/23/2020 19:30,0.5,4.53,348.7
1493,6/23/2020 20:00,0,3.02,81.2
1494,6/23/2020 20:30,0,1.01,43.7
1495,6/23/2020 21:00,0,0,3.7
1496,6/23/2020 21:30,0,1.01,1.2
1497,6/23/2020 22:00,0,0,1.2
1498,6/23/2020 22:30,0,0,1.2
1499,6/23/2020 23:00,0,0,1.2
1500,6/23/2020 23:30,0,0,1.2
1501,6/24/2020 0:00,0,0,1.2
1502,6/24/2020 0:30,0,0,1.2
1503,6/24/2020 1:00,0,0,1.2
1504,6/24/2020 1:30,0,0,1.2
1505,6/24/2020 2:00,0,0,1.2
1506,6/24/2020 2:30,0,0,1.2
1507,6/24/2020 3:00,0,0,1.2
1508,6/24/2020 3:30,0,0,1.2
1509,6/24/2020 4:00,0,0,1.2
1510,6/24/2020 4:30,0,0,1.2
1511,6/24/2020 5:00,0,0,1.2
1512,6/24/2020 5:30,0,0,1.2
1513,6/24/2020 6:00,0,0,36.2
1514,6/24/2020 6:30,0,0,138.7
1515,6/24/2020 7:00,0,0,271.2
1516,6/24/2020 7:30,0,1.51,423.7
1517,6/24/2020 8:00,0,1.51,656.2
1518,6/24/2020 8:30,0,2.01,721.2
1519,6/24/2020 9:00,0,2.01,1031.2
1520,6/24/2020 9:30,0,2.52,1198.7
1521,6/24/2020 10:00,0.5,3.02,1356.2
1522,6/24/2020 10:30,0.5,3.52,1461.2
1523,6/24/2020 11:00,0.5,5.03,1636.2
1524,6/24/2020 11:30,1.01,4.03,503.7
1525,6/24/2020 12:00,0.5,3.52,2033.7
1526,6/24/2020 12:30,0.5,4.03,546.2
1527,6/24/2020 13:00,0.5,3.02,2301.2
1528,6/24/2020 13:30,0.5,3.52,911.2
1529,6/24/2020 14:00,1.01,4.03,741.2
1530,6/24/2020 14:30,0.5,3.52,913.7
1531,6/24/2020 15:00,1.01,4.03,1761.2
1532,6/24/2020 15:30,1.51,5.03,1658.7
1533,6/24/2020 16:00,0.5,3.52,1548.7
1534,6/24/2020 16:30,0.5,4.03,1453.7
1535,6/24/2020 17:00,0.5,3.52,1276.2
1536,6/24/2020 17:30,0.5,4.03,1111.2
1537,6/24/2020 18:00,0.5,3.52,948.7
1538,6/24/2020 18:30,0.5,3.02,716.2
1539,6/24/2020 19:00,0,2.52,531.2
1540,6/24/2020 19:30,0,1.01,346.2
1541,6/24/2020 20:00,0,0,86.2
1542,6/24/2020 20:30,0,0,41.2
1543,6/24/2020 21:00,0,0,3.7
1544,6/24/2020 21:30,0,0,1.2
1545,6/24/2020 22:00,0,0,1.2
1546,6/24/2020 22:30,0,0,1.2
1547,6/24/2020 23:00,0,0,1.2
1548,6/24/2020 23:30,0,0,1.2
1549,6/25/2020 0:00,0,0,1.2
1550,6/25/2020 0:30,0,0,1.2
1551,6/25/2020 1:00,0,0,1.2
1552,6/25/2020 1:30,0,0,1.2
1553,6/25/2020 2:00,0,0,1.2
1554,6/25/2020 2:30,0,0.5,1.2
1555,6/25/2020 3:00,0,0,1.2
1556,6/25/2020 3:30,0,0,1.2
1557,6/25/2020 4:00,0,0,1.2
1558,6/25/2020 4:30,0,0,1.2
1559,6/25/2020 5:00,0,0,1.2
1560,6/25/2020 5:30,0,0,1.2
1561,6/25/2020 6:00,0,0,31.2
1562,6/25/2020 6:30,0,0,141.2
1563,6/25/2020 7:00,0,0,306.2
1564,6/25/2020 7:30,0,0,63.7
1565,6/25/2020 8:00,0,1.01,676.2
1566,6/25/2020 8:30,0,1.51,858.7
1567,6/25/2020 9:00,0,1.01,1038.7
1568,6/25/2020 9:30,0,2.01,1211.2
1569,6/25/2020 10:00,0.5,2.52,1376.2
1570,6/25/2020 10:30,0.5,2.01,1516.2
1571,6/25/2020 11:00,0.5,3.02,1628.7
1572,6/25/2020 11:30,1.01,3.52,1731.2
1573,6/25/2020 12:00,1.01,4.03,1806.2
1574,6/25/2020 12:30,0.5,3.52,1851.2
1575,6/25/2020 13:00,0.5,4.53,1873.7
1576,6/25/2020 13:30,0.5,3.52,1871.2
1577,6/25/2020 14:00,1.01,4.03,1848.7
1578,6/25/2020 14:30,1.01,5.03,1696.2
1579,6/25/2020 15:00,1.01,4.03,1731.2
1580,6/25/2020 15:30,1.01,4.03,1633.7
1581,6/25/2020 16:00,0.5,4.03,1521.2
1582,6/25/2020 16:30,1.01,5.03,1391.2
1583,6/25/2020 17:00,1.01,4.53,1241.2
1584,6/25/2020 17:30,0.5,4.03,1061.2
1585,6/25/2020 18:00,0.5,3.52,786.2
1586,6/25/2020 18:30,0.5,4.03,463.7
1587,6/25/2020 19:00,0.5,3.02,333.7
1588,6/25/2020 19:30,0,2.52,323.7
1589,6/25/2020 20:00,0,2.52,116.2
1590,6/25/2020 20:30,0,1.51,26.2
1591,6/25/2020 21:00,0,1.51,1.2
1592,6/25/2020 21:30,0,1.51,1.2
1593,6/25/2020 22:00,0,2.01,1.2
1594,6/25/2020 22:30,0,2.01,1.2
1595,6/25/2020 23:00,0,2.01,1.2
1596,6/25/2020 23:30,0,2.01,1.2
1597,6/26/2020 0:00,0,1.51,1.2
1598,6/26/2020 0:30,0,1.51,1.2
1599,6/26/2020 1:00,0,1.01,1.2
1600,6/26/2020 1:30,0,2.52,1.2
1601,6/26/2020 2:00,0,2.01,1.2
1602,6/26/2020 2:30,0,2.52,1.2
1603,6/26/2020 3:00,0,3.02,1.2
1604,6/26/2020 3:30,0,1.51,1.2
1605,6/26/2020 4:00,0,0.5,1.2
1606,6/26/2020 4:30,0,0.5,1.2
1607,6/26/2020 5:00,0,1.51,1.2
1608,6/26/2020 5:30,0,0,1.2
1609,6/26/2020 6:00,0,0.5,23.7
1610,6/26/2020 6:30,0,0,103.7
1611,6/26/2020 7:00,0,0,453.7
1612,6/26/2020 7:30,0.5,4.53,71.2
1613,6/26/2020 8:00,0,2.52,536.2
1614,6/26/2020 8:30,0.5,3.02,368.7
1615,6/26/2020 9:00,0,3.02,191.2
1616,6/26/2020 9:30,0,2.01,333.7
1617,6/26/2020 10:00,0,2.01,191.2
1618,6/26/2020 10:30,0,1.51,706.2
1619,6/26/2020 11:00,0,2.52,773.7
1620,6/26/2020 11:30,0.5,4.03,866.2
1621,6/26/2020 12:00,0,2.52,508.7
1622,6/26/2020 12:30,0,2.01,811.2
1623,6/26/2020 13:00,0.5,3.52,876.2
1624,6/26/2020 13:30,0.5,3.52,571.2
1625,6/26/2020 14:00,0,2.52,548.7
1626,6/26/2020 14:30,0,2.52,473.7
1627,6/26/2020 15:00,0,2.52,1403.7
1628,6/26/2020 15:30,0.5,4.03,2193.7
1629,6/26/2020 16:00,0.5,3.02,836.2
1630,6/26/2020 16:30,0.5,3.02,1606.2
1631,6/26/2020 17:00,0.5,3.02,881.2
1632,6/26/2020 17:30,0,3.52,423.7
1633,6/26/2020 18:00,0,3.02,241.2
1634,6/26/2020 18:30,0.5,3.52,278.7
1635,6/26/2020 19:00,0,2.01,291.2
1636,6/26/2020 19:30,0,1.01,323.7
1637,6/26/2020 20:00,0,0,106.2
1638,6/26/2020 20:30,0,0,66.2
1639,6/26/2020 21:00,0,0,3.7
1640,6/26/2020 21:30,0,0,1.2
1641,6/26/2020 22:00,0,0,1.2
1642,6/26/2020 22:30,0,0,1.2
1643,6/26/2020 23:00,0,0,1.2
1644,6/26/2020 23:30,0,0,1.2
1645,6/27/2020 0:00,0,0,1.2
1646,6/27/2020 0:30,0,0,1.2
1647,6/27/2020 1:00,0,0,1.2
1648,6/27/2020 1:30,0,0,1.2
1649,6/27/2020 2:00,0,0,1.2
1650,6/27/2020 2:30,0,0,1.2
1651,6/27/2020 3:00,0,0,1.2
1652,6/27/2020 3:30,0,0,1.2
1653,6/27/2020 4:00,0,0,1.2
1654,6/27/2020 4:30,0,0,1.2
1655,6/27/2020 5:00,0,0.5,1.2
1656,6/27/2020 5:30,0,0,3.7
1657,6/27/2020 6:00,0,0,31.2
1658,6/27/2020 6:30,0,0,96.2
1659,6/27/2020 7:00,0,0,156.2
1660,6/27/2020 7:30,0,0.5,121.2
1661,6/27/2020 8:00,0,1.01,571.2
1662,6/27/2020 8:30,0,1.01,523.7
1663,6/27/2020 9:00,0,1.51,978.7
1664,6/27/2020 9:30,0,2.01,536.2
1665,6/27/2020 10:00,0,3.52,548.7
1666,6/27/2020 10:30,0,3.02,551.2
1667,6/27/2020 11:00,0.5,3.52,1701.2
1668,6/27/2020 11:30,0,2.52,1773.7
1669,6/27/2020 12:00,0.5,2.52,1096.2
1670,6/27/2020 12:30,0.5,2.52,1863.7
1671,6/27/2020 13:00,0.5,3.02,1876.2
1672,6/27/2020 13:30,0.5,3.02,1868.7
1673,6/27/2020 14:00,0.5,2.52,1703.7
1674,6/27/2020 14:30,0,3.02,1703.7
1675,6/27/2020 15:00,0.5,3.52,1803.7
1676,6/27/2020 15:30,0.5,3.02,1653.7
1677,6/27/2020 16:00,0.5,2.52,1653.7
1678,6/27/2020 16:30,0.5,4.03,1298.7
1679,6/27/2020 17:00,0,2.52,541.2
1680,6/27/2020 17:30,0,3.52,208.7
1681,6/27/2020 18:00,0,2.01,153.7
1682,6/27/2020 18:30,0,0.5,156.2
