doy,period,pond,time,secchi,adj_secchi,chl,phyco,chlfil,phycofil,dosat_before,dosat_after,tp,srp,tn,nox,nhx
221,PULSE2,A,NA,1.2,1,6354.8,733.75,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
221,PULSE2,B,NA,1.25,1,6419,993.47,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
221,PULSE2,C,NA,1.2,1,2407.5,421.51,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
221,PULSE2,D,NA,1.2,1,1476.5,310.1,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
221,PULSE2,E,NA,1.25,1,1855.3,419.38,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
221,PULSE2,F,NA,1.35,1,1561.2,223.57,NA,NA,95.3,96.8,NA,NA,NA,NA,NA
222,PULSE2,A,NA,1.4,1,2834,430.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,PULSE2,B,NA,1.25,1,3152.9,440,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,PULSE2,C,NA,1.3,1,1474.9,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,PULSE2,D,NA,1.1,1,1261.3,295.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,PULSE2,E,NA,1.25,1,2695.3,498.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,PULSE2,F,NA,1.5,1,1593.6,255.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,PULSE2,A,1005,1.55,1,2085.7,305.15,423.62,64.6,96.5,96.3,59.1,0.65,0.709385,0.214525,NA
223,PULSE2,B,955,1.35,1,6110.6,712.44,391.22,7.15,96.5,96.3,80.95,0,0.884725,0.1162675,NA
223,PULSE2,C,943,1.5,0,1810.6,254.02,377,89.42,96.5,96.3,45.8,0,0.854765,0.173505,NA
223,PULSE2,D,931,1.25,1,1179.4,223.57,540.72,68.87,96.5,96.3,47.8,1.5,0.78664,0.147741,NA
223,PULSE2,E,917,1.4,0,1493.6,144.05,519.8,95.81,96.5,96.3,60.3,0.45,0.64277,0.119875,NA
223,PULSE2,F,905,1.65,0,1613.6,357.66,454.09,106.46,96.5,96.3,43.85,0.05,0.75843,0,NA
224,PULSE2,A,1113,1.2,1,5068.3,999.86,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
224,PULSE2,B,1103,1.1,1,3681.2,758.56,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
224,PULSE2,C,1048,1.1,1,1463.2,329.77,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
224,PULSE2,D,1036,1.05,1,1425.1,363.3,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
224,PULSE2,E,1023,1.2,1,955.8,215.05,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
224,PULSE2,F,1010,1.4,1,997.65,148.32,NA,NA,97.7,96.7,NA,NA,NA,NA,NA
225,PULSE2,A,1032,1.2,1,3215.7,449.21,409.3,55.4,97.7,96.7,59,1.15,0.289985,0.243175,0.02765
225,PULSE2,B,1026,1.3,1,3127.3,569.83,435.09,46.12,97.7,96.7,53.95,0,0.58458,0.23232,0.02325
225,PULSE2,C,1021,1.25,1,2147.6,422.2,414.07,62.47,97.7,96.7,52.95,0,0.34159,0.124405,0.0095
225,PULSE2,D,1015,1.25,1,1929.5,416.56,558.8,55.4,97.7,96.7,70.65,0,0.542485,0.077733,0.0104
225,PULSE2,E,1009,1.4,0,1056.6,283.16,555.04,112.16,97.7,96.7,39.85,0.5,0.500175,0.119045,0.01255
225,PULSE2,F,1003,1.65,0,948.19,174.57,445.55,80.89,97.7,96.7,45.45,0.05,0.461805,0.091352,0.0133
226,PULSE2,A,1059,1.1,1,2674,491.07,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
226,PULSE2,B,1047,1.25,1,2925.4,512.37,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
226,PULSE2,C,1033,1.3,1,1407.9,223.57,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
226,PULSE2,D,1021,1.15,1,1147.1,315.05,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
226,PULSE2,E,1007,1.35,1,953.87,236.29,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
226,PULSE2,F,957,1.6,1,937.73,160.41,NA,NA,96.4,96.8,NA,NA,NA,NA,NA
227,PULSE2,A,1240,1.1,1,4923.5,1067.2,565.5,102.84,93.8,96.6,77.55,0,0.485965,0.244415,NA
227,PULSE2,B,1238,1.3,1,2102.8,361.92,521.62,105.77,93.8,96.6,40.9,0,0.469405,0.251805,NA
227,PULSE2,C,1236,1.3,1,1075.7,195.19,476.94,53.26,93.8,96.6,41.8,0,0.57929,0.24848,NA
227,PULSE2,D,1223,1.2,1,982.41,178.14,541.63,78.76,93.8,96.6,46.2,0,0.57321,0.20152,NA
227,PULSE2,E,1214,1.3,1,962.41,274.64,526.41,84.47,93.8,96.6,43,0,0.32863,0.19685,NA
227,PULSE2,F,1203,1.6,1,931.94,119.24,465.46,84.49,93.8,96.6,37.05,0,0.418775,0.15187,NA
228,PULSE2,A,NA,1.1,1,2373.2,547.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,PULSE2,B,NA,1.23,1,3231.9,449.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,PULSE2,C,NA,1.43,1,2472.2,434.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,PULSE2,D,NA,1.13,1,1294.7,344.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,PULSE2,E,NA,1.4,0,1548.8,293.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,PULSE2,F,NA,1.5,1,2131.4,388.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,A,NA,1.1,1,17448,2542.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,B,NA,1.15,1,6752.8,1092.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,C,NA,1.1,1,9293.9,1466,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,D,NA,0.9,1,18748,2717,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,E,NA,1.2,1,3465,840.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,PULSE2,F,NA,1.25,1,2845.1,608.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,PULSE2,A,932,0.9,1,7040.7,812.51,582.7,111.41,94.6,98.6,41.85,0,0.360845,0.13362,NA
230,PULSE2,B,922,1.25,1,3035.8,432.85,589.27,104.33,94.6,98.6,36,0,0.469455,0.12402,NA
230,PULSE2,C,912,1.15,1,2872,383.23,450.33,47.56,94.6,98.6,33.4,0,0.394175,0.1347555,NA
230,PULSE2,D,903,1.2,1,1074.7,200.14,526.4,93.68,94.6,98.6,44.35,0.01,0.49222,0.0220525,NA
230,PULSE2,E,853,1.35,1,1290.8,271.82,543.56,128.45,94.6,98.6,36.4,0.25,0.30053,0.1239995,NA
230,PULSE2,F,845,1.25,1,2532.2,285.98,490.24,90.17,94.6,98.6,35.05,0.035,0.337455,0.070405,NA
231,PULSE2,A,1007,0.95,1,4054.3,852.23,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
231,PULSE2,B,947,0.95,1,2953,527.97,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
231,PULSE2,C,933,1.05,1,2631.1,439.24,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
231,PULSE2,D,919,1.25,1,1281.3,236.29,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
231,PULSE2,E,906,1.4,1,1073.8,212.16,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
231,PULSE2,F,851,1.25,1,2026.6,320.07,NA,NA,103.9,98.6,NA,NA,NA,NA,NA
232,PULSE2,A,914,1.05,1,3002.4,373.95,482.63,90.17,100.3,96.7,39.8,0,0.3475,0.2578,0.00685
232,PULSE2,B,911,1.1,1,2165.7,325.7,473.08,139.79,100.3,96.7,31,0,0.4367,0.2216,0.0064
232,PULSE2,C,907,1.1,1,2069.5,356.22,447.38,88.04,100.3,96.7,32.25,0,0.5188,0.2852,0
232,PULSE2,D,903,1.2,1,1148.9,201.51,520.71,102.2,100.3,96.7,42.85,0.95,0.4009,0.2794,0
232,PULSE2,E,859,1.4,0,1144.3,310.1,564.48,114.3,100.3,96.7,40.2,2.35,0.4521,0.2536,0.0003
232,PULSE2,F,854,1.45,1,2105.7,273.95,435.09,97.99,100.3,96.7,41.5,0,0.4803,0.162,0.0017
233,PULSE2,A,1115,0.9,1,4713.2,766.39,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
233,PULSE2,B,1103,1.1,1,2865.3,386.74,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
233,PULSE2,C,1052,1.15,1,2290.4,379.66,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
233,PULSE2,D,1040,1.3,1,2965.3,674.16,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
233,PULSE2,E,950,1.4,0,966.27,136.98,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
233,PULSE2,F,938,1.6,1,2563.6,313.68,NA,NA,100.1,96.8,NA,NA,NA,NA,NA
234,PULSE2,A,945,1.25,1,2037.2,387.49,434.08,113.54,NA,NA,39.45,0,0.400545,0.221005,NA
234,PULSE2,B,942,1.2,1,2808.3,422.96,464.39,86.6,NA,NA,32.4,0,0.42865,0.137365,NA
234,PULSE2,C,939,1.3,1,1357.4,256.15,490.24,118.49,NA,NA,35.95,0,0.484655,0.149115,NA
234,PULSE2,D,936,1.25,1,918.63,151.13,526.4,86.6,NA,NA,48.55,0,0.743125,0.204965,NA
234,PULSE2,E,933,1.4,0,1088,270.38,548.34,80.21,NA,NA,42.3,0.45,0.486635,0.203835,NA
234,PULSE2,F,929,1.6,1,2647.4,339.18,526.4,105.77,NA,NA,35.8,0,0.363415,0.140585,NA
235,PULSE2,A,NA,1.3,1,6482.8,872.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,PULSE2,B,NA,1.33,1,6270.5,762.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,PULSE2,C,NA,1.44,1,4016.2,575.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,PULSE2,D,NA,1.35,1,1591.6,223.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,PULSE2,E,NA,1.4,0,1356.5,258.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,PULSE2,F,NA,1.6,0,1691.6,295.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,A,950,1.2,1,10501.1,1181.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,B,955,1.35,1,8231.6,901.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,C,10,1.55,0,5109.2,635.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,D,1005,1.4,0,1891.5,317.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,E,1010,1.4,0,2219.5,407.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,PULSE2,F,1015,1.4,1,1907.7,307.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,PULSE2,A,947,1.25,1,2693.1,409.48,404.62,63.16,86,96.7,55.65,0,0.51158,0.086345,NA
237,PULSE2,B,942,1.4,1,1476.5,239.18,449.31,62.47,86,96.7,36.1,0,0.504275,0.033242,NA
237,PULSE2,C,933,1.5,1,1414.6,266.12,392.33,102.2,86,96.7,32.75,0,0.51813,0.138695,NA
237,PULSE2,D,927,1.35,1,1701.1,176.7,465.46,48.25,86,96.7,50,0.2,0.68104,0.22597,NA
237,PULSE2,E,922,1.35,1,1351.8,252.65,493.09,65.29,86,96.7,37.6,0,0.39145,0.0921735,NA
237,PULSE2,F,916,1.4,1,1740.1,189.48,417.93,67.42,86,96.7,38.4,0,0.657245,0.1148885,NA
238,PULSE2,A,1004,1.3,1,7067.3,1495.1,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
238,PULSE2,B,951,1.4,1,4246.7,664.91,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
238,PULSE2,C,938,1.45,1,4569.4,778.42,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
238,PULSE2,D,27,1.2,1,4276.1,495.33,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
238,PULSE2,E,915,1.25,1,2522.7,464.12,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
238,PULSE2,F,908,1.4,1,6090.7,772.78,NA,NA,100.3,96.7,NA,NA,NA,NA,NA
239,PULSE2,A,923,1.25,1,3240.4,500.27,486.48,94.36,92.7,96.4,47.5,0,0.51901,0.1154295,0.00535
239,PULSE2,B,917,1.45,1,1654.5,233.47,488.31,56.77,92.7,96.4,27.85,0,0.565085,0.090522,0.008
239,PULSE2,C,911,1.5,0,1198.5,73.88,470.23,85.91,92.7,96.4,30,0,0.457905,0.070969,0.0099
239,PULSE2,D,906,1.25,1,1403.1,187.35,506.49,99.38,92.7,96.4,40.2,0.05,0.50855,0.05122615,0.0043
239,PULSE2,E,900,1.35,1,1219.4,231.34,544.48,106.46,92.7,96.4,37.95,0.35,0.58978,0.061249,0.00415
239,PULSE2,F,853,1.58,1,1532.6,198.69,529.24,137.66,92.7,96.4,35,0.1,0.643985,0.0559745,0.0047
240,PULSE2,A,958,1.2,1,3324.2,395.26,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
240,PULSE2,B,944,1.3,1,2449.3,370.45,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
240,PULSE2,C,930,1.35,1,1356.5,266.8,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
240,PULSE2,D,917,1.2,1,2125.7,287.42,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
240,PULSE2,E,903,1.1,1,2345.5,259.04,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
240,PULSE2,F,851,1.45,1,2495,344.88,NA,NA,102.7,96.4,NA,NA,NA,NA,NA
241,PULSE2,A,1016,0.9,1,2152.4,272.51,416,60.34,NA,NA,58.75,0,0.67045,0.070342,NA
241,PULSE2,B,1010,1.3,1,1602.1,305.84,445.55,63.85,NA,NA,38.75,0,0.60223,0.046729,NA
241,PULSE2,C,1001,1.3,1,1307,249.07,420.77,45.43,NA,NA,30.85,0,0.74221,0.06807,NA
241,PULSE2,D,954,1.15,1,1210.9,150.45,474.09,87.29,NA,NA,36.85,0,0.71447,0.1638,NA
241,PULSE2,E,948,1.2,1,1949.5,376.08,516.95,107.9,NA,NA,38.3,0,0.645375,0.155265,NA
241,PULSE2,F,938,1.35,1,2286.5,352.71,440.78,93.68,NA,NA,46.65,0.05,0.84946,0.0311565,NA
