Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,02/07/2022 15:11:47,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
1,,02/05/2022 01:26:28,02/05/2022 01:48:35,25200,546,25700,1,4,,,,,,,,,,,
2,,02/05/2022 01:48:35,02/05/2022 01:50:35,25300,536,25800,1,4,,,,,,,,,,,
3,,02/05/2022 01:50:35,02/05/2022 01:52:35,25400,537,25900,1,4,,,,,,,,,,,
4,,02/05/2022 01:52:35,02/05/2022 01:54:35,25400,548,25900,1,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
83,,Sample,02/05/2022 01:54:49,02/05/2022 02:22:58,72,False,True,False,240,18800,< 0.03,< 0.03,549,7.64,1.39,19300,57.7,0.3,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 01:54:49,02/05/2022 02:16:58,18700,567,19300,1,3.1,,,,,,,,,,,
2,,02/05/2022 02:16:58,02/05/2022 02:18:58,18800,557,19400,1,3.1,,,,,,,,,,,
3,,02/05/2022 02:18:58,02/05/2022 02:20:58,18800,542,19300,1,3.1,,,,,,,,,,,
4,,02/05/2022 02:20:58,02/05/2022 02:22:58,18800,547,19300,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
84,,Sample,02/05/2022 02:23:11,02/05/2022 02:51:18,73,False,True,False,240,22500,115,0.51,525,5.03,0.96,23000,115,0.5,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 02:23:11,02/05/2022 02:45:18,22400,536,22900,1,3.6,,,,,,,,,,,
2,,02/05/2022 02:45:18,02/05/2022 02:47:18,22600,526,23100,1,3.6,,,,,,,,,,,
3,,02/05/2022 02:47:18,02/05/2022 02:49:18,22400,520,22900,1,3.6,,,,,,,,,,,
4,,02/05/2022 02:49:18,02/05/2022 02:51:18,22400,530,22900,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
85,,Sample,02/05/2022 02:51:32,02/05/2022 03:19:39,74,False,True,False,240,20200,57.7,0.29,524,7.23,1.38,20700,57.7,0.28,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 02:51:32,02/05/2022 03:13:39,20100,529,20600,1,3.3,,,,,,,,,,,
2,,02/05/2022 03:13:39,02/05/2022 03:15:40,20100,519,20600,1,3.3,,,,,,,,,,,
3,,02/05/2022 03:15:40,02/05/2022 03:17:39,20200,520,20700,1,3.3,,,,,,,,,,,
4,,02/05/2022 03:17:39,02/05/2022 03:19:39,20200,532,20700,1,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
86,,Sample,02/05/2022 03:19:53,02/05/2022 03:48:00,75,False,True,False,240,16700,57.7,0.35,525,6.08,1.16,17200,57.7,0.34,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 03:19:53,02/05/2022 03:42:00,16600,542,17100,1,2.7,,,,,,,,,,,
2,,02/05/2022 03:42:00,02/05/2022 03:44:00,16700,529,17200,1,2.7,,,,,,,,,,,
3,,02/05/2022 03:44:00,02/05/2022 03:46:00,16700,518,17200,1,2.7,,,,,,,,,,,
4,,02/05/2022 03:46:00,02/05/2022 03:48:00,16600,528,17100,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
87,,Sample,02/05/2022 03:48:13,02/05/2022 04:16:20,76,False,True,False,240,25300,57.7,0.23,509,8.14,1.6,25800,57.7,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 03:48:13,02/05/2022 04:10:21,25200,537,25700,1,4,,,,,,,,,,,
2,,02/05/2022 04:10:21,02/05/2022 04:12:20,25300,518,25800,1,4,,,,,,,,,,,
3,,02/05/2022 04:12:20,02/05/2022 04:14:21,25400,503,25900,1,4,,,,,,,,,,,
4,,02/05/2022 04:14:21,02/05/2022 04:16:20,25300,505,25800,1,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
88,,Sample,02/05/2022 04:16:34,02/05/2022 04:44:42,77,False,True,False,240,41900,265,0.63,549,15.7,2.86,42500,231,0.54,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 04:16:34,02/05/2022 04:38:42,42000,519,42500,1,6.9,,,,,,,,,,,
2,,02/05/2022 04:38:42,02/05/2022 04:40:42,42100,532,42600,1,6.9,,,,,,,,,,,
3,,02/05/2022 04:40:42,02/05/2022 04:42:42,42000,552,42600,1,6.9,,,,,,,,,,,
4,,02/05/2022 04:42:42,02/05/2022 04:44:42,41600,563,42200,1,6.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
89,,Sample,02/05/2022 04:44:56,02/05/2022 05:13:10,78,False,True,False,240,16700,115,0.69,456,7.09,1.55,17200,115,0.67,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 04:44:56,02/05/2022 05:07:10,16700,461,17200,1,2.8,,,,,,,,,,,
2,,02/05/2022 05:07:10,02/05/2022 05:09:09,16600,450,17100,1,2.8,,,,,,,,,,,
3,,02/05/2022 05:09:09,02/05/2022 05:11:09,16800,455,17300,1,2.8,,,,,,,,,,,
4,,02/05/2022 05:11:09,02/05/2022 05:13:10,16800,464,17300,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
90,,Sample,02/05/2022 05:13:23,02/05/2022 05:41:30,79,False,True,False,240,28000,57.7,0.21,506,13.1,2.58,28500,57.7,0.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 05:13:23,02/05/2022 05:35:30,28100,515,28600,1,4.4,,,,,,,,,,,
2,,02/05/2022 05:35:30,02/05/2022 05:37:30,28000,497,28500,1,4.4,,,,,,,,,,,
3,,02/05/2022 05:37:30,02/05/2022 05:39:30,28000,500,28500,1,4.4,,,,,,,,,,,
4,,02/05/2022 05:39:30,02/05/2022 05:41:30,28100,521,28600,1,4.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
91,,Sample,02/05/2022 05:41:46,02/05/2022 06:09:55,80,False,True,False,240,30100,115,0.38,535,8.02,1.5,30600,115,0.38,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 05:41:46,02/05/2022 06:03:56,30000,559,30600,1,4.8,,,,,,,,,,,
2,,02/05/2022 06:03:56,02/05/2022 06:05:55,30000,543,30500,1,4.8,,,,,,,,,,,
3,,02/05/2022 06:05:55,02/05/2022 06:07:56,30200,534,30700,1,4.8,,,,,,,,,,,
4,,02/05/2022 06:07:56,02/05/2022 06:09:55,30000,527,30500,1,4.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,02/05/2022 06:10:09,02/05/2022 06:38:20,81,False,True,False,240,348,4.58,1.32,484,5.03,1.04,832,6.03,0.72,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 06:10:09,02/05/2022 06:32:20,335,496,831,1,0,,,,,,,,,,,
2,,02/05/2022 06:32:20,02/05/2022 06:34:20,353,485,838,1,0,,,,,,,,,,,
3,,02/05/2022 06:34:20,02/05/2022 06:36:20,347,479,826,1,0,,,,,,,,,,,
4,,02/05/2022 06:36:20,02/05/2022 06:38:20,344,489,833,1,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
93,,Sample,02/05/2022 06:38:34,02/05/2022 07:06:52,82,False,True,False,240,28100,57.7,0.21,607,7.09,1.17,28700,57.7,0.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 06:38:34,02/05/2022 07:00:53,28100,613,28700,1,4.5,,,,,,,,,,,
2,,02/05/2022 07:00:53,02/05/2022 07:02:52,28000,613,28600,1,4.5,,,,,,,,,,,
3,,02/05/2022 07:02:52,02/05/2022 07:04:53,28100,608,28700,1,4.5,,,,,,,,,,,
4,,02/05/2022 07:04:53,02/05/2022 07:06:52,28100,599,28700,1,4.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
94,,Sample,02/05/2022 07:07:06,02/05/2022 07:35:15,83,False,True,False,240,36900,100,0.27,549,15,2.74,37400,115,0.31,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 07:07:06,02/05/2022 07:29:15,36800,580,37400,1,6,,,,,,,,,,,
2,,02/05/2022 07:29:15,02/05/2022 07:31:15,36900,565,37500,1,6,,,,,,,,,,,
3,,02/05/2022 07:31:15,02/05/2022 07:33:15,37000,548,37500,1,6,,,,,,,,,,,
4,,02/05/2022 07:33:15,02/05/2022 07:35:15,36800,535,37300,1,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
95,,Sample,02/05/2022 07:35:28,02/05/2022 08:03:39,84,False,True,False,240,18400,< 0.03,< 0.03,536,5.69,1.06,18900,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 07:35:28,02/05/2022 07:57:39,18200,554,18800,1,3,,,,,,,,,,,
2,,02/05/2022 07:57:39,02/05/2022 07:59:40,18400,542,18900,1,3,,,,,,,,,,,
3,,02/05/2022 07:59:40,02/05/2022 08:01:39,18400,531,18900,1,3,,,,,,,,,,,
4,,02/05/2022 08:01:39,02/05/2022 08:03:39,18400,534,18900,1,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
96,,Sample,02/05/2022 08:03:53,02/05/2022 08:32:00,85,False,True,False,240,27700,< 0.03,< 0.03,533,6.56,1.23,28200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 08:03:53,02/05/2022 08:26:00,27500,553,28100,1,4.4,,,,,,,,,,,
2,,02/05/2022 08:26:00,02/05/2022 08:28:00,27700,540,28200,1,4.4,,,,,,,,,,,
3,,02/05/2022 08:28:00,02/05/2022 08:30:00,27700,527,28200,1,4.4,,,,,,,,,,,
4,,02/05/2022 08:30:00,02/05/2022 08:32:00,27700,532,28200,1,4.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
97,,Sample,02/05/2022 08:32:13,02/05/2022 09:00:22,86,False,True,False,240,23700,57.7,0.24,551,5.51,1,24300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 08:32:13,02/05/2022 08:54:22,23600,569,24200,1,3.8,,,,,,,,,,,
2,,02/05/2022 08:54:22,02/05/2022 08:56:23,23700,557,24300,1,3.8,,,,,,,,,,,
3,,02/05/2022 08:56:23,02/05/2022 08:58:22,23800,546,24300,1,3.8,,,,,,,,,,,
4,,02/05/2022 08:58:22,02/05/2022 09:00:22,23700,551,24300,1,3.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
98,,Sample,02/05/2022 09:00:36,02/05/2022 09:28:44,87,False,True,False,240,19500,57.7,0.3,539,8.72,1.62,20000,57.7,0.29,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 09:00:36,02/05/2022 09:22:44,19300,558,19900,1,3.1,,,,,,,,,,,
2,,02/05/2022 09:22:44,02/05/2022 09:24:44,19500,549,20000,1,3.1,,,,,,,,,,,
3,,02/05/2022 09:24:44,02/05/2022 09:26:44,19500,535,20000,1,3.1,,,,,,,,,,,
4,,02/05/2022 09:26:44,02/05/2022 09:28:44,19400,533,19900,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
99,,Sample,02/05/2022 09:28:57,02/05/2022 09:57:05,88,False,True,False,240,25300,57.7,0.23,535,9.54,1.78,25800,57.7,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 09:28:57,02/05/2022 09:51:05,25100,558,25700,1,4,,,,,,,,,,,
2,,02/05/2022 09:51:05,02/05/2022 09:53:06,25400,546,25900,1,4,,,,,,,,,,,
3,,02/05/2022 09:53:06,02/05/2022 09:55:05,25300,530,25800,1,4,,,,,,,,,,,
4,,02/05/2022 09:55:05,02/05/2022 09:57:05,25300,529,25800,1,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,02/05/2022 09:57:19,02/05/2022 10:25:28,89,False,True,False,240,259,4,1.54,471,7.81,1.66,730,5,0.68,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 09:57:19,02/05/2022 10:19:28,246,481,727,1,0,,,,,,,,,,,
2,,02/05/2022 10:19:28,02/05/2022 10:21:28,263,467,730,1,0,,,,,,,,,,,
3,,02/05/2022 10:21:28,02/05/2022 10:23:28,259,466,725,1,0,,,,,,,,,,,
4,,02/05/2022 10:23:28,02/05/2022 10:25:28,255,480,735,1,0,,,,,,,,,,,
