Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,01/25/2022 15:03:35,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
71,F,Sample,01/24/2022 23:49:05,01/25/2022 00:17:12,71,False,True,False,240,9970,< 0.03,< 0.03,232,1.15,0.5,10200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 23:49:05,01/25/2022 00:11:12,9870,232,10100,1,1.9,,,,,,,,,,,
2,,01/25/2022 00:11:12,01/25/2022 00:13:12,9970,233,10200,1,1.9,,,,,,,,,,,
3,,01/25/2022 00:13:12,01/25/2022 00:15:12,9970,231,10200,1,1.9,,,,,,,,,,,
4,,01/25/2022 00:15:12,01/25/2022 00:17:12,9970,233,10200,1,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
72,F,Sample,01/25/2022 00:17:27,01/25/2022 00:45:33,72,False,True,False,240,13800,57.7,0.42,202,0.58,0.29,14000,57.7,0.41,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 00:17:27,01/25/2022 00:39:32,13600,199,13800,1,2.4,,,,,,,,,,,
2,,01/25/2022 00:39:32,01/25/2022 00:41:33,13800,202,14000,1,2.4,,,,,,,,,,,
3,,01/25/2022 00:41:33,01/25/2022 00:43:33,13700,201,13900,1,2.4,,,,,,,,,,,
4,,01/25/2022 00:43:33,01/25/2022 00:45:33,13800,202,14000,1,2.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
73,F,Sample,01/25/2022 00:45:46,01/25/2022 01:13:53,73,False,True,False,240,19700,115,0.59,204,1,0.49,19900,115,0.58,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 00:45:46,01/25/2022 01:07:53,19400,201,19600,1,3.4,,,,,,,,,,,
2,,01/25/2022 01:07:53,01/25/2022 01:09:53,19800,204,20000,1,3.4,,,,,,,,,,,
3,,01/25/2022 01:09:53,01/25/2022 01:11:53,19600,203,19800,1,3.4,,,,,,,,,,,
4,,01/25/2022 01:11:53,01/25/2022 01:13:53,19800,205,20000,1,3.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
74,F,Sample,01/25/2022 01:14:07,01/25/2022 01:42:14,74,False,True,False,240,25500,208,0.82,204,0.58,0.28,25700,208,0.81,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 01:14:07,01/25/2022 01:36:15,25400,202,25600,1,4.5,,,,,,,,,,,
2,,01/25/2022 01:36:15,01/25/2022 01:38:14,25300,203,25500,1,4.5,,,,,,,,,,,
3,,01/25/2022 01:38:14,01/25/2022 01:40:15,25700,204,25900,1,4.5,,,,,,,,,,,
4,,01/25/2022 01:40:15,01/25/2022 01:42:14,25600,204,25800,1,4.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
75,F,Sample,01/25/2022 01:42:28,01/25/2022 02:10:37,75,False,True,False,240,17100,57.7,0.34,200,0.58,0.29,17300,57.7,0.33,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 01:42:28,01/25/2022 02:04:37,17100,198,17300,1,2.9,,,,,,,,,,,
2,,01/25/2022 02:04:37,01/25/2022 02:06:37,17100,200,17300,1,2.9,,,,,,,,,,,
3,,01/25/2022 02:06:37,01/25/2022 02:08:37,17200,201,17400,1,2.9,,,,,,,,,,,
4,,01/25/2022 02:08:37,01/25/2022 02:10:37,17100,200,17300,1,2.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
76,F,Sample,01/25/2022 02:10:51,01/25/2022 02:38:57,76,False,True,False,240,20800,57.7,0.28,205,0.58,0.28,21000,57.7,0.28,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 02:10:51,01/25/2022 02:32:58,20700,202,20900,1,3.6,,,,,,,,,,,
2,,01/25/2022 02:32:58,01/25/2022 02:34:57,20800,204,21000,1,3.6,,,,,,,,,,,
3,,01/25/2022 02:34:57,01/25/2022 02:36:58,20700,205,20900,1,3.6,,,,,,,,,,,
4,,01/25/2022 02:36:58,01/25/2022 02:38:57,20800,205,21000,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
77,F,Sample,01/25/2022 02:39:11,01/25/2022 03:07:19,77,False,True,False,240,10800,57.7,0.54,205,0.58,0.28,11000,57.7,0.53,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 02:39:11,01/25/2022 03:01:19,10700,203,10900,1,2,,,,,,,,,,,
2,,01/25/2022 03:01:19,01/25/2022 03:03:19,10800,204,11000,1,2,,,,,,,,,,,
3,,01/25/2022 03:03:19,01/25/2022 03:05:19,10800,205,11000,1,2,,,,,,,,,,,
4,,01/25/2022 03:05:19,01/25/2022 03:07:19,10700,205,10900,1,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
78,F,Sample,01/25/2022 03:07:32,01/25/2022 03:35:39,78,False,True,False,240,27900,57.7,0.21,197,0.58,0.29,28100,57.7,0.21,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 03:07:32,01/25/2022 03:29:39,28000,194,28200,1,5,,,,,,,,,,,
2,,01/25/2022 03:29:39,01/25/2022 03:31:38,28000,196,28200,1,5,,,,,,,,,,,
3,,01/25/2022 03:31:38,01/25/2022 03:33:39,27900,197,28100,1,5,,,,,,,,,,,
4,,01/25/2022 03:33:39,01/25/2022 03:35:39,27900,197,28100,1,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/25/2022 03:35:52,01/25/2022 04:04:02,79,False,True,False,240,339,10.8,3.19,92.6,5.51,5.95,432,16.3,3.77,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 03:35:52,01/25/2022 03:58:02,328,90.9,419,0.3,0,,,,,,,,,,,
2,,01/25/2022 03:58:02,01/25/2022 04:00:02,348,97.9,446,0.3,0,,,,,,,,,,,
3,,01/25/2022 04:00:02,01/25/2022 04:02:02,342,93.1,435,0.3,0,,,,,,,,,,,
4,,01/25/2022 04:02:02,01/25/2022 04:04:02,327,86.9,414,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
80,F,Sample,01/25/2022 04:04:16,01/25/2022 04:32:33,80,False,True,False,240,18300,100,0.55,207,0,0,18500,100,0.54,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 04:04:16,01/25/2022 04:26:33,18200,204,18400,1,3.1,,,,,,,,,,,
2,,01/25/2022 04:26:33,01/25/2022 04:28:33,18300,207,18500,1,3.1,,,,,,,,,,,
3,,01/25/2022 04:28:33,01/25/2022 04:30:33,18400,207,18600,1,3.1,,,,,,,,,,,
4,,01/25/2022 04:30:33,01/25/2022 04:32:33,18200,207,18400,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
81,F,Sample,01/25/2022 04:32:49,01/25/2022 05:00:57,81,False,True,False,240,14700,57.7,0.39,204,0,0,14900,57.7,0.39,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 04:32:49,01/25/2022 04:54:57,14700,201,14900,1,2.6,,,,,,,,,,,
2,,01/25/2022 04:54:57,01/25/2022 04:56:57,14700,204,14900,1,2.6,,,,,,,,,,,
3,,01/25/2022 04:56:57,01/25/2022 04:58:57,14700,204,14900,1,2.6,,,,,,,,,,,
4,,01/25/2022 04:58:57,01/25/2022 05:00:57,14800,204,15000,1,2.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
82,F,Sample,01/25/2022 05:01:11,01/25/2022 05:29:18,82,False,True,False,240,15100,< 0.03,< 0.03,199,0.58,0.29,15300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 05:01:11,01/25/2022 05:23:18,15000,196,15200,1,2.6,,,,,,,,,,,
2,,01/25/2022 05:23:18,01/25/2022 05:25:17,15100,199,15300,1,2.6,,,,,,,,,,,
3,,01/25/2022 05:25:17,01/25/2022 05:27:17,15100,199,15300,1,2.6,,,,,,,,,,,
4,,01/25/2022 05:27:17,01/25/2022 05:29:18,15100,200,15300,1,2.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
83,F,Sample,01/25/2022 05:29:31,01/25/2022 05:57:38,83,False,True,False,240,23600,115,0.49,204,0.58,0.28,23800,115,0.49,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 05:29:31,01/25/2022 05:51:38,23300,201,23500,1,4.1,,,,,,,,,,,
2,,01/25/2022 05:51:38,01/25/2022 05:53:38,23700,204,23900,1,4.1,,,,,,,,,,,
3,,01/25/2022 05:53:38,01/25/2022 05:55:38,23500,204,23700,1,4.1,,,,,,,,,,,
4,,01/25/2022 05:55:38,01/25/2022 05:57:38,23500,205,23700,1,4.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
84,F,Sample,01/25/2022 05:57:52,01/25/2022 06:26:00,84,False,True,False,240,17600,57.7,0.33,204,0,0,17800,57.7,0.32,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 05:57:52,01/25/2022 06:20:00,17600,202,17800,1,3,,,,,,,,,,,
2,,01/25/2022 06:20:00,01/25/2022 06:22:00,17600,204,17800,1,3,,,,,,,,,,,
3,,01/25/2022 06:22:00,01/25/2022 06:24:00,17500,204,17700,1,3,,,,,,,,,,,
4,,01/25/2022 06:24:00,01/25/2022 06:26:00,17600,204,17800,1,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
85,F,Sample,01/25/2022 06:26:14,01/25/2022 06:54:22,85,False,True,False,240,14100,< 0.03,< 0.03,208,0.58,0.28,14300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 06:26:14,01/25/2022 06:48:22,14000,205,14200,1,2.5,,,,,,,,,,,
2,,01/25/2022 06:48:22,01/25/2022 06:50:22,14100,207,14300,1,2.5,,,,,,,,,,,
3,,01/25/2022 06:50:22,01/25/2022 06:52:22,14100,208,14300,1,2.5,,,,,,,,,,,
4,,01/25/2022 06:52:22,01/25/2022 06:54:22,14100,208,14300,1,2.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
86,F,Sample,01/25/2022 06:54:35,01/25/2022 07:22:41,86,False,True,False,240,25700,57.7,0.22,207,0.58,0.28,25900,57.7,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 06:54:35,01/25/2022 07:16:41,25600,205,25800,1,4.5,,,,,,,,,,,
2,,01/25/2022 07:16:41,01/25/2022 07:18:41,25700,207,25900,1,4.5,,,,,,,,,,,
3,,01/25/2022 07:18:41,01/25/2022 07:20:41,25700,207,25900,1,4.5,,,,,,,,,,,
4,,01/25/2022 07:20:41,01/25/2022 07:22:41,25600,208,25800,1,4.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
87,F,Sample,01/25/2022 07:22:55,01/25/2022 07:51:05,87,False,True,False,240,19700,57.7,0.29,201,0.58,0.29,19900,57.7,0.29,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 07:22:55,01/25/2022 07:45:05,19600,198,19800,1,3.4,,,,,,,,,,,
2,,01/25/2022 07:45:05,01/25/2022 07:47:05,19800,201,20000,1,3.4,,,,,,,,,,,
3,,01/25/2022 07:47:05,01/25/2022 07:49:05,19700,201,19900,1,3.4,,,,,,,,,,,
4,,01/25/2022 07:49:05,01/25/2022 07:51:05,19700,202,19900,1,3.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
88,F,Sample,01/25/2022 07:51:18,01/25/2022 08:19:26,88,False,True,False,240,29600,321,1.09,202,0,0,29800,321,1.08,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 07:51:18,01/25/2022 08:13:26,29500,199,29700,1,5.4,,,,,,,,,,,
2,,01/25/2022 08:13:26,01/25/2022 08:15:26,29800,202,30000,1,5.4,,,,,,,,,,,
3,,01/25/2022 08:15:26,01/25/2022 08:17:26,29700,202,29900,1,5.4,,,,,,,,,,,
4,,01/25/2022 08:17:26,01/25/2022 08:19:26,29200,202,29400,1,5.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
89,F,Sample,01/25/2022 08:19:40,01/25/2022 08:47:51,89,False,True,False,240,17300,< 0.03,< 0.03,206,0.58,0.28,17500,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 08:19:40,01/25/2022 08:41:51,17200,203,17400,1,3,,,,,,,,,,,
2,,01/25/2022 08:41:51,01/25/2022 08:43:51,17300,206,17500,1,3,,,,,,,,,,,
3,,01/25/2022 08:43:51,01/25/2022 08:45:51,17300,205,17500,1,3,,,,,,,,,,,
4,,01/25/2022 08:45:51,01/25/2022 08:47:51,17300,206,17500,1,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
90,F,Sample,01/25/2022 08:48:05,01/25/2022 09:16:12,90,False,True,False,240,9500,< 0.03,< 0.03,11700,500,4.27,21200,500,2.36,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 08:48:05,01/25/2022 09:10:12,9400,12600,22000,1,1.6,,,,,,,,,,,
2,,01/25/2022 09:10:12,01/25/2022 09:12:12,9500,12200,21700,1,1.6,,,,,,,,,,,
3,,01/25/2022 09:12:12,01/25/2022 09:14:12,9500,11700,21200,1,1.6,,,,,,,,,,,
4,,01/25/2022 09:14:12,01/25/2022 09:16:12,9500,11200,20700,1,1.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
91,F,Sample,01/25/2022 09:16:28,01/25/2022 09:44:34,91,False,True,False,240,10100,57.7,0.57,884,21.7,2.46,11000,57.7,0.52,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 09:16:28,01/25/2022 09:38:34,10100,975,11100,1,1.9,,,,,,,,,,,
2,,01/25/2022 09:38:34,01/25/2022 09:40:34,10200,909,11100,1,1.9,,,,,,,,,,,
3,,01/25/2022 09:40:34,01/25/2022 09:42:34,10100,868,11000,1,1.9,,,,,,,,,,,
4,,01/25/2022 09:42:34,01/25/2022 09:44:34,10100,876,11000,1,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/25/2022 09:44:48,01/25/2022 10:12:54,92,False,True,False,240,1340,30.6,2.27,169,5.03,2.98,1510,26.5,1.75,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 09:44:48,01/25/2022 10:06:54,1310,170,1480,1,0.2,,,,,,,,,,,
2,,01/25/2022 10:06:54,01/25/2022 10:08:54,1310,174,1480,1,0.2,,,,,,,,,,,
3,,01/25/2022 10:08:54,01/25/2022 10:10:54,1350,168,1520,1,0.2,,,,,,,,,,,
4,,01/25/2022 10:10:54,01/25/2022 10:12:54,1370,164,1530,1,0.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
93,F,Sample,01/25/2022 10:13:08,01/25/2022 10:41:11,93,False,True,False,240,20800,57.7,0.28,249,1.15,0.46,21000,57.7,0.28,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 10:13:08,01/25/2022 10:35:11,20400,251,20700,1,3.5,,,,,,,,,,,
2,,01/25/2022 10:35:11,01/25/2022 10:37:12,20800,250,21000,1,3.5,,,,,,,,,,,
3,,01/25/2022 10:37:12,01/25/2022 10:39:11,20800,248,21000,1,3.5,,,,,,,,,,,
4,,01/25/2022 10:39:11,01/25/2022 10:41:11,20700,248,20900,1,3.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
94,F,Sample,01/25/2022 10:41:25,01/25/2022 11:09:34,94,False,True,False,240,17300,57.7,0.33,218,0.58,0.26,17500,57.7,0.33,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 10:41:25,01/25/2022 11:03:34,17300,216,17500,1,3,,,,,,,,,,,
2,,01/25/2022 11:03:34,01/25/2022 11:05:34,17300,218,17500,1,3,,,,,,,,,,,
3,,01/25/2022 11:05:34,01/25/2022 11:07:34,17400,218,17600,1,3,,,,,,,,,,,
4,,01/25/2022 11:07:34,01/25/2022 11:09:34,17300,219,17500,1,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
95,F,Sample,01/25/2022 11:09:48,01/25/2022 11:37:55,95,False,True,False,240,16000,57.7,0.36,211,0.58,0.27,16200,57.7,0.36,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 11:09:48,01/25/2022 11:31:56,16000,209,16200,1,2.7,,,,,,,,,,,
2,,01/25/2022 11:31:56,01/25/2022 11:33:55,16000,210,16200,1,2.7,,,,,,,,,,,
3,,01/25/2022 11:33:55,01/25/2022 11:35:56,16100,211,16300,1,2.7,,,,,,,,,,,
4,,01/25/2022 11:35:56,01/25/2022 11:37:55,16000,211,16200,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
96,F,Sample,01/25/2022 11:38:09,01/25/2022 12:06:16,96,False,True,False,240,16600,57.7,0.35,219,1.15,0.53,16800,57.7,0.34,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 11:38:09,01/25/2022 12:00:16,16600,217,16800,1,2.9,,,,,,,,,,,
2,,01/25/2022 12:00:16,01/25/2022 12:02:16,16600,218,16800,1,2.9,,,,,,,,,,,
3,,01/25/2022 12:02:16,01/25/2022 12:04:16,16500,220,16700,1,2.9,,,,,,,,,,,
4,,01/25/2022 12:04:16,01/25/2022 12:06:16,16600,220,16800,1,2.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
97,F,Sample,01/25/2022 12:06:30,01/25/2022 12:34:43,97,False,True,False,240,15500,57.7,0.37,208,0.58,0.28,15700,57.7,0.37,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 12:06:30,01/25/2022 12:28:42,15400,205,15600,1,2.7,,,,,,,,,,,
2,,01/25/2022 12:28:42,01/25/2022 12:30:42,15500,208,15700,1,2.7,,,,,,,,,,,
3,,01/25/2022 12:30:42,01/25/2022 12:32:42,15500,208,15700,1,2.7,,,,,,,,,,,
4,,01/25/2022 12:32:42,01/25/2022 12:34:43,15600,209,15800,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
98,F,Sample,01/25/2022 12:34:56,01/25/2022 13:03:03,98,False,True,False,240,21100,57.7,0.27,211,1.15,0.55,21300,57.7,0.27,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 12:34:56,01/25/2022 12:57:03,21100,207,21300,1,3.6,,,,,,,,,,,
2,,01/25/2022 12:57:03,01/25/2022 12:59:03,21100,210,21300,1,3.6,,,,,,,,,,,
3,,01/25/2022 12:59:03,01/25/2022 13:01:03,21200,212,21400,1,3.6,,,,,,,,,,,
4,,01/25/2022 13:01:03,01/25/2022 13:03:03,21100,212,21300,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
99,F,Sample,01/25/2022 13:03:17,01/25/2022 13:31:24,99,False,True,False,240,15100,57.7,0.38,209,0.58,0.28,15300,57.7,0.38,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 13:03:17,01/25/2022 13:25:24,15000,205,15200,1,2.6,,,,,,,,,,,
2,,01/25/2022 13:25:24,01/25/2022 13:27:24,15100,208,15300,1,2.6,,,,,,,,,,,
3,,01/25/2022 13:27:24,01/25/2022 13:29:24,15100,209,15300,1,2.6,,,,,,,,,,,
4,,01/25/2022 13:29:24,01/25/2022 13:31:24,15000,209,15200,1,2.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
100,F,Sample,01/25/2022 13:31:38,01/25/2022 13:59:45,100,False,True,False,240,25300,208,0.82,209,1.15,0.55,25500,208,0.82,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 13:31:38,01/25/2022 13:53:45,25100,205,25300,1,4.4,,,,,,,,,,,
2,,01/25/2022 13:53:45,01/25/2022 13:55:45,25100,208,25300,1,4.4,,,,,,,,,,,
3,,01/25/2022 13:55:45,01/25/2022 13:57:45,25400,210,25600,1,4.4,,,,,,,,,,,
4,,01/25/2022 13:57:45,01/25/2022 13:59:45,25500,210,25700,1,4.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/25/2022 14:00:01,01/25/2022 14:28:10,101,False,True,False,240,277,1,0.36,135,2.65,1.96,412,3.61,0.88,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/25/2022 14:00:01,01/25/2022 14:22:10,260,124,384,0.3,0,,,,,,,,,,,
2,,01/25/2022 14:22:10,01/25/2022 14:24:10,276,133,409,0.3,0,,,,,,,,,,,
3,,01/25/2022 14:24:10,01/25/2022 14:26:10,278,138,416,0.3,0,,,,,,,,,,,
4,,01/25/2022 14:26:10,01/25/2022 14:28:10,277,134,411,0.3,0,,,,,,,,,,,
