Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,01/23/2022 14:01:54,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B177,E20,Sample,01/22/2022 23:57:11,01/23/2022 00:25:20,71,False,True,False,240,14500,57.7,0.4,197,0,0,14700,57.7,0.39,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 23:57:11,01/23/2022 00:19:20,14500,194,14700,1,2.5,,,,,,,,,,,
2,,01/23/2022 00:19:20,01/23/2022 00:21:20,14600,197,14800,1,2.5,,,,,,,,,,,
3,,01/23/2022 00:21:20,01/23/2022 00:23:20,14500,197,14700,1,2.5,,,,,,,,,,,
4,,01/23/2022 00:23:20,01/23/2022 00:25:20,14500,197,14700,1,2.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B178,E20,Sample,01/23/2022 00:25:34,01/23/2022 00:53:41,72,False,True,False,240,15800,57.7,0.37,200,0.58,0.29,16000,57.7,0.36,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 00:25:34,01/23/2022 00:47:41,15700,197,15900,1,2.7,,,,,,,,,,,
2,,01/23/2022 00:47:41,01/23/2022 00:49:41,15800,199,16000,1,2.7,,,,,,,,,,,
3,,01/23/2022 00:49:41,01/23/2022 00:51:41,15800,200,16000,1,2.7,,,,,,,,,,,
4,,01/23/2022 00:51:41,01/23/2022 00:53:41,15700,200,15900,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B181,E20,Sample,01/23/2022 00:53:54,01/23/2022 01:22:01,73,False,True,False,240,24300,57.7,0.24,202,1.15,0.57,24500,57.7,0.24,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 00:53:54,01/23/2022 01:16:01,24400,200,24600,1,4.3,,,,,,,,,,,
2,,01/23/2022 01:16:01,01/23/2022 01:18:01,24300,201,24500,1,4.3,,,,,,,,,,,
3,,01/23/2022 01:18:01,01/23/2022 01:20:01,24300,201,24500,1,4.3,,,,,,,,,,,
4,,01/23/2022 01:20:01,01/23/2022 01:22:01,24400,203,24600,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B183,E20,Sample,01/23/2022 01:22:15,01/23/2022 01:50:24,74,False,True,False,240,22600,115,0.51,235,1,0.43,22800,115,0.51,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 01:22:15,01/23/2022 01:44:24,22600,232,22800,1,3.8,,,,,,,,,,,
2,,01/23/2022 01:44:24,01/23/2022 01:46:24,22700,234,22900,1,3.8,,,,,,,,,,,
3,,01/23/2022 01:46:24,01/23/2022 01:48:24,22500,235,22700,1,3.8,,,,,,,,,,,
4,,01/23/2022 01:48:24,01/23/2022 01:50:24,22500,236,22700,1,3.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B185,E20,Sample,01/23/2022 01:50:37,01/23/2022 02:18:45,75,False,True,False,240,15000,57.7,0.38,207,0.58,0.28,15200,57.7,0.38,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 01:50:37,01/23/2022 02:12:45,15000,205,15200,1,2.6,,,,,,,,,,,
2,,01/23/2022 02:12:45,01/23/2022 02:14:45,15000,207,15200,1,2.6,,,,,,,,,,,
3,,01/23/2022 02:14:45,01/23/2022 02:16:45,15100,207,15300,1,2.6,,,,,,,,,,,
4,,01/23/2022 02:16:45,01/23/2022 02:18:45,15000,208,15200,1,2.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B188,E20,Sample,01/23/2022 02:18:58,01/23/2022 02:47:06,76,False,True,False,240,18000,< 0.03,< 0.03,199,0.58,0.29,18200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 02:18:58,01/23/2022 02:41:06,17900,196,18100,1,3.1,,,,,,,,,,,
2,,01/23/2022 02:41:06,01/23/2022 02:43:06,18000,198,18200,1,3.1,,,,,,,,,,,
3,,01/23/2022 02:43:06,01/23/2022 02:45:06,18000,199,18200,1,3.1,,,,,,,,,,,
4,,01/23/2022 02:45:06,01/23/2022 02:47:06,18000,199,18200,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B190,E20,Sample,01/23/2022 02:47:19,01/23/2022 03:15:27,77,False,True,False,240,14500,57.7,0.4,200,0.58,0.29,14700,57.7,0.39,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 02:47:19,01/23/2022 03:09:27,14400,196,14600,1,2.5,,,,,,,,,,,
2,,01/23/2022 03:09:27,01/23/2022 03:11:27,14500,199,14700,1,2.5,,,,,,,,,,,
3,,01/23/2022 03:11:27,01/23/2022 03:13:27,14500,200,14700,1,2.5,,,,,,,,,,,
4,,01/23/2022 03:13:27,01/23/2022 03:15:27,14400,200,14600,1,2.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B192,E20,Sample,01/23/2022 03:15:40,01/23/2022 03:43:47,78,False,True,False,240,18700,100,0.53,201,0.58,0.29,18900,100,0.53,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 03:15:40,01/23/2022 03:37:47,18600,198,18800,1,3.2,,,,,,,,,,,
2,,01/23/2022 03:37:47,01/23/2022 03:39:47,18800,201,19000,1,3.2,,,,,,,,,,,
3,,01/23/2022 03:39:47,01/23/2022 03:41:48,18600,202,18800,1,3.2,,,,,,,,,,,
4,,01/23/2022 03:41:48,01/23/2022 03:43:47,18700,201,18900,1,3.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B195,E20,Sample,01/23/2022 03:44:01,01/23/2022 04:12:09,79,False,True,False,240,19100,100,0.52,201,0.58,0.29,19300,100,0.52,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 03:44:01,01/23/2022 04:06:09,19100,198,19300,1,3.3,,,,,,,,,,,
2,,01/23/2022 04:06:09,01/23/2022 04:08:09,19100,201,19300,1,3.3,,,,,,,,,,,
3,,01/23/2022 04:08:09,01/23/2022 04:10:09,19000,200,19200,1,3.3,,,,,,,,,,,
4,,01/23/2022 04:10:09,01/23/2022 04:12:09,19200,201,19400,1,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B197,E20,Sample,01/23/2022 04:12:23,01/23/2022 04:40:31,80,False,True,False,240,12800,57.7,0.45,227,1.15,0.51,13000,57.7,0.44,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 04:12:23,01/23/2022 04:34:30,12800,227,13000,1,2.3,,,,,,,,,,,
2,,01/23/2022 04:34:30,01/23/2022 04:36:31,12800,228,13000,1,2.3,,,,,,,,,,,
3,,01/23/2022 04:36:31,01/23/2022 04:38:30,12900,226,13100,1,2.3,,,,,,,,,,,
4,,01/23/2022 04:38:30,01/23/2022 04:40:31,12800,228,13000,1,2.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B199,E20,Sample,01/23/2022 04:40:47,01/23/2022 05:08:53,81,False,True,False,240,32400,907,2.8,202,1,0.5,32600,907,2.78,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 04:40:47,01/23/2022 05:02:53,32600,199,32800,1,6.2,,,,,,,,,,,
2,,01/23/2022 05:02:53,01/23/2022 05:04:53,31400,201,31600,1,6.2,,,,,,,,,,,
3,,01/23/2022 05:04:53,01/23/2022 05:06:53,32800,202,33000,1,6.2,,,,,,,,,,,
4,,01/23/2022 05:06:53,01/23/2022 05:08:53,33100,203,33300,1,6.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B202,E20,Sample,01/23/2022 05:09:07,01/23/2022 05:37:18,82,False,True,False,240,21300,153,0.72,199,0,0,21500,153,0.71,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 05:09:07,01/23/2022 05:31:18,21200,196,21400,1,3.7,,,,,,,,,,,
2,,01/23/2022 05:31:18,01/23/2022 05:33:18,21500,199,21700,1,3.7,,,,,,,,,,,
3,,01/23/2022 05:33:18,01/23/2022 05:35:19,21300,199,21500,1,3.7,,,,,,,,,,,
4,,01/23/2022 05:35:19,01/23/2022 05:37:18,21200,199,21400,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B204,E20,Sample,01/23/2022 05:37:32,01/23/2022 06:05:40,83,False,True,False,240,21300,115,0.54,199,0.58,0.29,21500,115,0.54,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 05:37:32,01/23/2022 05:59:40,21400,196,21600,1,3.7,,,,,,,,,,,
2,,01/23/2022 05:59:40,01/23/2022 06:01:40,21400,199,21600,1,3.7,,,,,,,,,,,
3,,01/23/2022 06:01:40,01/23/2022 06:03:40,21200,199,21400,1,3.7,,,,,,,,,,,
4,,01/23/2022 06:03:40,01/23/2022 06:05:40,21400,200,21600,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B206,E20,Sample,01/23/2022 06:05:54,01/23/2022 06:34:03,84,False,True,False,240,25300,57.7,0.23,202,0.58,0.29,25500,57.7,0.23,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 06:05:54,01/23/2022 06:28:03,25300,199,25500,1,4.4,,,,,,,,,,,
2,,01/23/2022 06:28:03,01/23/2022 06:30:02,25400,201,25600,1,4.4,,,,,,,,,,,
3,,01/23/2022 06:30:02,01/23/2022 06:32:02,25300,202,25500,1,4.4,,,,,,,,,,,
4,,01/23/2022 06:32:02,01/23/2022 06:34:03,25300,202,25500,1,4.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B209,E20,Sample,01/23/2022 06:34:16,01/23/2022 07:02:26,85,False,True,False,240,27100,57.7,0.21,205,1.15,0.56,27300,57.7,0.21,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 06:34:16,01/23/2022 06:56:26,26900,202,27100,1,4.9,,,,,,,,,,,
2,,01/23/2022 06:56:26,01/23/2022 06:58:26,27000,204,27200,1,4.9,,,,,,,,,,,
3,,01/23/2022 06:58:26,01/23/2022 07:00:26,27100,206,27300,1,4.9,,,,,,,,,,,
4,,01/23/2022 07:00:26,01/23/2022 07:02:26,27100,206,27300,1,4.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B210,E20,Sample,01/23/2022 07:02:39,01/23/2022 07:30:50,86,False,True,False,240,24800,57.7,0.23,203,0.58,0.28,25000,57.7,0.23,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 07:02:39,01/23/2022 07:24:49,24500,200,24700,1,4.3,,,,,,,,,,,
2,,01/23/2022 07:24:49,01/23/2022 07:26:50,24800,203,25000,1,4.3,,,,,,,,,,,
3,,01/23/2022 07:26:50,01/23/2022 07:28:49,24700,203,24900,1,4.3,,,,,,,,,,,
4,,01/23/2022 07:28:49,01/23/2022 07:30:50,24800,204,25000,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B211,E20,Sample,01/23/2022 07:31:03,01/23/2022 07:59:13,87,False,True,False,240,18500,100,0.54,204,1.15,0.57,18700,100,0.53,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 07:31:03,01/23/2022 07:53:13,18400,200,18600,1,3.2,,,,,,,,,,,
2,,01/23/2022 07:53:13,01/23/2022 07:55:13,18500,203,18700,1,3.2,,,,,,,,,,,
3,,01/23/2022 07:55:13,01/23/2022 07:57:13,18400,203,18600,1,3.2,,,,,,,,,,,
4,,01/23/2022 07:57:13,01/23/2022 07:59:13,18600,205,18800,1,3.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B212,E20,Sample,01/23/2022 07:59:27,01/23/2022 08:27:35,88,False,True,False,240,18400,57.7,0.31,201,0,0,18600,57.7,0.31,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 07:59:27,01/23/2022 08:21:34,18300,198,18500,1,3.1,,,,,,,,,,,
2,,01/23/2022 08:21:34,01/23/2022 08:23:35,18400,201,18600,1,3.1,,,,,,,,,,,
3,,01/23/2022 08:23:35,01/23/2022 08:25:34,18300,201,18500,1,3.1,,,,,,,,,,,
4,,01/23/2022 08:25:34,01/23/2022 08:27:35,18400,201,18600,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B213,E20,Sample,01/23/2022 08:27:48,01/23/2022 08:55:56,89,False,True,False,240,16400,57.7,0.35,199,0.58,0.29,16600,57.7,0.35,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 08:27:48,01/23/2022 08:49:56,16500,196,16700,1,2.8,,,,,,,,,,,
2,,01/23/2022 08:49:56,01/23/2022 08:51:56,16500,199,16700,1,2.8,,,,,,,,,,,
3,,01/23/2022 08:51:56,01/23/2022 08:53:56,16400,199,16600,1,2.8,,,,,,,,,,,
4,,01/23/2022 08:53:56,01/23/2022 08:55:56,16400,200,16600,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B216,E20,Sample,01/23/2022 08:56:10,01/23/2022 09:24:17,90,False,True,False,240,21600,100,0.46,201,1,0.5,21800,100,0.46,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 08:56:10,01/23/2022 09:18:18,21500,197,21700,1,3.7,,,,,,,,,,,
2,,01/23/2022 09:18:18,01/23/2022 09:20:17,21600,200,21800,1,3.7,,,,,,,,,,,
3,,01/23/2022 09:20:17,01/23/2022 09:22:17,21500,201,21700,1,3.7,,,,,,,,,,,
4,,01/23/2022 09:22:17,01/23/2022 09:24:17,21700,202,21900,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B218,E20,Sample,01/23/2022 09:24:33,01/23/2022 09:52:41,91,False,True,False,240,26800,100,0.37,202,1,0.5,27000,100,0.37,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 09:24:33,01/23/2022 09:46:41,26900,200,27100,1,4.7,,,,,,,,,,,
2,,01/23/2022 09:46:41,01/23/2022 09:48:41,26900,201,27100,1,4.7,,,,,,,,,,,
3,,01/23/2022 09:48:41,01/23/2022 09:50:41,26800,203,27000,1,4.7,,,,,,,,,,,
4,,01/23/2022 09:50:41,01/23/2022 09:52:41,26700,202,26900,1,4.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,blk,Blank,01/23/2022 09:52:55,01/23/2022 10:21:04,92,False,True,False,240,220,3,1.36,99.1,4.19,4.22,319,7.21,2.26,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 09:52:55,01/23/2022 10:15:04,204,89.6,294,0.3,0,,,,,,,,,,,
2,,01/23/2022 10:15:04,01/23/2022 10:17:05,220,101,321,0.3,0,,,,,,,,,,,
3,,01/23/2022 10:17:05,01/23/2022 10:19:04,223,102,325,0.3,0,,,,,,,,,,,
4,,01/23/2022 10:19:04,01/23/2022 10:21:04,217,94.3,311,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B220,E20,Sample,01/23/2022 10:21:18,01/23/2022 10:49:36,93,False,True,False,240,24600,115,0.47,200,1,0.5,24800,115,0.47,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 10:21:18,01/23/2022 10:43:36,24400,197,24600,1,4.3,,,,,,,,,,,
2,,01/23/2022 10:43:36,01/23/2022 10:45:36,24500,199,24700,1,4.3,,,,,,,,,,,
3,,01/23/2022 10:45:36,01/23/2022 10:47:36,24700,201,24900,1,4.3,,,,,,,,,,,
4,,01/23/2022 10:47:36,01/23/2022 10:49:36,24500,200,24700,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B223,E20,Sample,01/23/2022 10:49:49,01/23/2022 11:17:58,94,False,True,False,240,24200,100,0.41,198,0.58,0.29,24400,100,0.41,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 10:49:49,01/23/2022 11:11:58,24300,196,24500,1,4.2,,,,,,,,,,,
2,,01/23/2022 11:11:58,01/23/2022 11:13:58,24200,198,24400,1,4.2,,,,,,,,,,,
3,,01/23/2022 11:13:58,01/23/2022 11:15:59,24300,198,24500,1,4.2,,,,,,,,,,,
4,,01/23/2022 11:15:59,01/23/2022 11:17:58,24100,199,24300,1,4.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B225,E20,Sample,01/23/2022 11:18:12,01/23/2022 11:46:21,95,False,True,False,240,32700,208,0.64,202,0.58,0.29,32900,208,0.63,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 11:18:12,01/23/2022 11:40:21,32900,200,33100,1,6.1,,,,,,,,,,,
2,,01/23/2022 11:40:21,01/23/2022 11:42:21,32900,202,33100,1,6.1,,,,,,,,,,,
3,,01/23/2022 11:42:21,01/23/2022 11:44:21,32800,203,33000,1,6.1,,,,,,,,,,,
4,,01/23/2022 11:44:21,01/23/2022 11:46:21,32500,202,32700,1,6.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B227,E20,Sample,01/23/2022 11:46:34,01/23/2022 12:14:45,96,False,True,False,240,15700,100,0.64,201,0.58,0.29,15900,100,0.63,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 11:46:34,01/23/2022 12:08:45,15600,197,15800,1,2.7,,,,,,,,,,,
2,,01/23/2022 12:08:45,01/23/2022 12:10:46,15700,200,15900,1,2.7,,,,,,,,,,,
3,,01/23/2022 12:10:46,01/23/2022 12:12:45,15600,201,15800,1,2.7,,,,,,,,,,,
4,,01/23/2022 12:12:45,01/23/2022 12:14:45,15800,201,16000,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B230,E20,Sample,01/23/2022 12:14:59,01/23/2022 12:43:06,97,False,True,False,240,20700,153,0.74,206,1,0.49,20900,153,0.73,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 12:14:59,01/23/2022 12:37:06,20800,202,21000,1,3.6,,,,,,,,,,,
2,,01/23/2022 12:37:06,01/23/2022 12:39:06,20600,205,20800,1,3.6,,,,,,,,,,,
3,,01/23/2022 12:39:06,01/23/2022 12:41:06,20900,207,21100,1,3.6,,,,,,,,,,,
4,,01/23/2022 12:41:06,01/23/2022 12:43:06,20700,206,20900,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B232,E20,Sample,01/23/2022 12:43:19,01/23/2022 13:11:27,98,False,True,False,240,22000,100,0.45,205,0.58,0.28,22200,100,0.45,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 12:43:19,01/23/2022 13:05:27,21900,201,22100,1,3.7,,,,,,,,,,,
2,,01/23/2022 13:05:27,01/23/2022 13:07:27,21900,204,22100,1,3.7,,,,,,,,,,,
3,,01/23/2022 13:07:27,01/23/2022 13:09:28,22100,205,22300,1,3.7,,,,,,,,,,,
4,,01/23/2022 13:09:28,01/23/2022 13:11:27,22000,205,22200,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,blk,Blank,01/23/2022 13:11:41,01/23/2022 13:39:49,99,False,True,False,240,238,4.58,1.93,94.4,5.31,5.62,333,10.1,3.03,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/23/2022 13:11:41,01/23/2022 13:33:49,227,97.9,325,0.3,0,,,,,,,,,,,
2,,01/23/2022 13:33:49,01/23/2022 13:35:49,242,99.6,342,0.3,0,,,,,,,,,,,
3,,01/23/2022 13:35:49,01/23/2022 13:37:49,239,94.7,334,0.3,0,,,,,,,,,,,
4,,01/23/2022 13:37:49,01/23/2022 13:39:49,233,89,322,0.3,0,,,,,,,,,,,
